uid expr treatment rep update lineage_label
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 50300 4.52501
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 50400 4.53175
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 50500 4.53858
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 50600 4.54196
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 50700 4.54218
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 50800 4.53968
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 50900 4.53979
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51000 4.53316
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51100 4.53533
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51200 4.51977
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51300 4.51863
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51400 4.51448
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51500 4.51121
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51600 4.50794
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51700 4.50529
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51800 4.51549
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 51900 4.50805
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52000 4.50655
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52100 4.51085
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52200 4.50406
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52300 4.50115
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52400 4.49528
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52500 4.49838
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52600 4.49484
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52700 4.49068
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52800 4.48078
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 52900 4.4835
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53000 4.4757
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53100 4.46989
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53200 4.46561
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53300 4.47096
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53400 4.46782
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53500 4.47295
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53600 4.47792
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53700 4.47325
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53800 4.49289
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 53900 4.49168
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54000 4.4923
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54100 4.49405
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54200 4.49917
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54300 4.49262
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54400 4.48801
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54500 4.48425
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54600 4.4881
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54700 4.48229
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54800 4.48083
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 54900 4.48846
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55000 4.48377
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55100 4.47331
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55200 4.47259
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55300 4.47625
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55400 4.47783
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55500 4.48217
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55600 4.48867
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55700 4.48849
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55800 4.48271
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 55900 4.48088
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56000 4.47562
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56100 4.47805
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56200 4.47306
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56300 4.46846
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56400 4.4624
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56500 4.46705
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56600 4.46487
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56700 4.46458
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56800 4.46492
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 56900 4.46335
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57000 4.46362
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57100 4.46348
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57200 4.45963
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57300 4.46801
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57400 4.46157
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57500 4.46564
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57600 4.47107
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57700 4.4815
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57800 4.48785
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 57900 4.47994
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58000 4.49376
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58100 4.48611
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58200 4.4806
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58300 4.48393
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58400 4.48556
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58500 4.49088
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58600 4.48276
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58700 4.47159
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58800 4.47583
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 58900 4.48631
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59000 4.48337
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59100 4.48153
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59200 4.4737
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59300 4.47922
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59400 4.4868
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59500 4.49294
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59600 4.49854
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59700 4.49643
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59800 4.49343
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 59900 4.49943
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60000 4.49363
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60100 4.50124
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60200 4.50078
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60300 4.49345
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60400 4.48785
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60500 4.50422
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60600 4.49642
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60700 4.49029
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60800 4.47951
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 60900 4.48648
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61000 4.49196
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61100 4.48664
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61200 4.47758
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61300 4.48083
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61400 4.47269
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61500 4.46961
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61600 4.45957
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61700 4.4581
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61800 4.45497
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 61900 4.46983
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62000 4.46232
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62100 4.46059
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62200 4.46186
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62300 4.45368
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62400 4.46441
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62500 4.46155
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62600 4.46436
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62700 4.46019
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62800 4.46984
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 62900 4.46976
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63000 4.46574
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63100 4.46542
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63200 4.47842
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63300 4.48591
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63400 4.48756
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63500 4.50587
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63600 4.51023
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63700 4.51537
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63800 4.52673
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 63900 4.51015
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64000 4.50434
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64100 4.50239
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64200 4.51142
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64300 4.50496
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64400 4.5015
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64500 4.5
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64600 4.49066
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64700 4.48131
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64800 4.46461
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 64900 4.45555
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65000 4.46096
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65100 4.46347
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65200 4.46395
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65300 4.47011
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65400 4.45771
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65500 4.45933
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65600 4.45191
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65700 4.45164
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65800 4.44821
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 65900 4.44661
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66000 4.46035
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66100 4.46073
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66200 4.46748
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66300 4.4607
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66400 4.46548
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66500 4.46399
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66600 4.46976
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66700 4.47796
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66800 4.47257
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 66900 4.46217
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67000 4.46302
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67100 4.45298
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67200 4.45106
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67300 4.45065
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67400 4.45259
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67500 4.45296
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67600 4.43848
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67700 4.44348
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67800 4.44494
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 67900 4.43759
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68000 4.42888
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68100 4.44082
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68200 4.43947
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68300 4.43755
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68400 4.44078
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68500 4.43978
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68600 4.43713
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68700 4.43233
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68800 4.44081
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 68900 4.44869
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69000 4.44036
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69100 4.445
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69200 4.45035
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69300 4.45327
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69400 4.46068
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69500 4.46554
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69600 4.46204
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69700 4.4457
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69800 4.44174
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 69900 4.4434
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70000 4.4374
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70100 4.43473
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70200 4.4366
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70300 4.43274
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70400 4.44842
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70500 4.45516
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70600 4.45376
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70700 4.45377
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70800 4.45473
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 70900 4.44561
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71000 4.44812
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71100 4.44341
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71200 4.45083
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71300 4.45186
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71400 4.44852
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71500 4.45796
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71600 4.4545
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71700 4.45457
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71800 4.44421
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 71900 4.45924
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72000 4.44687
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72100 4.45453
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72200 4.44494
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72300 4.44819
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72400 4.45149
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72500 4.44492
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72600 4.44884
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72700 4.43976
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72800 4.44981
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 72900 4.44027
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73000 4.42314
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73100 4.42644
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73200 4.41825
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73300 4.42296
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73400 4.42439
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73500 4.42838
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73600 4.42609
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73700 4.42879
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73800 4.41763
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 73900 4.41723
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74000 4.43604
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74100 4.44337
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74200 4.44368
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74300 4.43755
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74400 4.43008
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74500 4.44485
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74600 4.44206
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74700 4.44225
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74800 4.44615
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 74900 4.43945
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75000 4.44613
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75100 4.43716
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75200 4.43412
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75300 4.43611
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75400 4.44234
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75500 4.44268
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75600 4.4544
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75700 4.46179
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75800 4.46904
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 75900 4.46659
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76000 4.47763
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76100 4.48993
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76200 4.49171
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76300 4.4954
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76400 4.50482
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76500 4.51038
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76600 4.51204
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76700 4.51158
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76800 4.50737
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 76900 4.51383
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77000 4.51458
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77100 4.51203
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77200 4.51395
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77300 4.52018
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77400 4.5251
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77500 4.53115
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77600 4.51948
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77700 4.52149
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77800 4.52783
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 77900 4.53143
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78000 4.51933
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78100 4.51579
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78200 4.50936
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78300 4.51447
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78400 4.5249
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78500 4.51533
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78600 4.51129
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78700 4.50638
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78800 4.51168
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 78900 4.51937
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79000 4.52792
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79100 4.52062
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79200 4.5244
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79300 4.53645
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79400 4.54399
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79500 4.54665
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79600 4.54336
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79700 4.5306
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79800 4.52431
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 79900 4.52521
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80000 4.53329
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80100 4.53602
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80200 4.534
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80300 4.52942
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80400 4.53212
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80500 4.53262
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80600 4.5217
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80700 4.52155
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80800 4.53469
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 80900 4.53898
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81000 4.53654
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81100 4.53825
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81200 4.55165
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81300 4.55063
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81400 4.55733
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81500 4.55527
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81600 4.54801
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81700 4.55892
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81800 4.55405
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 81900 4.55833
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82000 4.55413
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82100 4.54244
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82200 4.54856
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82300 4.5605
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82400 4.56748
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82500 4.56737
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82600 4.5663
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82700 4.56022
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82800 4.57449
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 82900 4.56555
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 83000 4.56031
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 83100 4.55695
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 83200 4.55763
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 83300 4.54771
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 83400 4.54702
task_6lin_10k-u-0002_74 task_6lin 10k-u-0002-long 74 83500 4.53572
